#HeroicDeathPlus Data Log - This file stores serialized data on player deaths in the following order:
#HeroicDeathPlus ??? - ???? ???? ???????? ?????? ? ??????? ? ????? ???????:
#Victim|Killer|Murder Weapon|Cause of Death|Location|Timestamp|Death Message
#??????|??????|?????? ????????|??????? ??????|??????????????|?????|????????? ? ??????
#Murder weapon is in the format TypeIDxData, so Red Wool would be 35x14
#Location is in the format (x, y, z), and represents where the victim died.
NicoTCS|||FIRE|Arene (697.0,38.0,-60.0)|06/07/2013 19:47:01 CEST|NicoTCS forgot how to stop, drop and roll
NicoTCS|||LAVA|Arene (692.0,36.0,-57.0)|06/07/2013 19:50:26 CEST|NicoTCS was killed by lava
NicoTCS|||FALL|Arene (702.0,50.0,14.0)|06/07/2013 19:58:10 CEST|NicoTCS fell to their death
tete360|||FALL|Magellan (-176.0,27.0,118.0)|06/07/2013 20:13:28 CEST|tete360 fell to their death
dagoum|||FIRE|Arene (697.0,36.0,-53.0)|06/07/2013 20:28:09 CEST|dagoum burned to death
psychopatt|||FALL|Arene (693.0,46.0,-71.0)|06/07/2013 20:30:44 CEST|psychopatt fell to their death
psychopatt|||LAVA|Arene (687.0,34.0,-19.0)|06/07/2013 20:30:57 CEST|psychopatt became obsidian
dagoum|||FIRE_TICK|Magellan (-70.0,71.0,165.0)|06/07/2013 20:36:43 CEST|dagoum forgot how to stop, drop and roll
mineur|||FALL|Magellan (438.0,69.0,196.0)|06/07/2013 20:37:22 CEST|mineur took a leap of faith
dagoum|Zombie||ENTITY_ATTACK|Arene (651.0,44.0,-13.0)|06/07/2013 20:38:38 CEST|dagoum a ete tuee par un Zombie
mineur|Zombie||ENTITY_ATTACK|Arene (657.0,79.0,-15.0)|06/07/2013 20:38:47 CEST|mineur a ete tuee par un Zombie
dagoum|||FALL|Arene (657.0,38.0,-36.0)|06/07/2013 20:39:13 CEST|dagoum took a leap of faith
dagoum|Zombie||ENTITY_ATTACK|Arene (682.0,79.0,-56.0)|06/07/2013 20:42:52 CEST|dagoum a ete tuee par un Zombie
dagoum|Zombie||ENTITY_ATTACK|Arene (680.0,79.0,-56.0)|06/07/2013 20:45:39 CEST|dagoum a ete tuee par un Zombie
Janille|Zombie||ENTITY_ATTACK|Arene (709.0,79.0,-50.0)|06/07/2013 20:47:27 CEST|Janille a ete tuee par un Zombie
loulou79|totoanelia|276x0|ENTITY_ATTACK|world (-12.0,64.0,29.0)|06/07/2013 20:47:35 CEST|totoanelia a tue loulou79 avec diamond sword
loulou79|totoanelia|276x0|ENTITY_ATTACK|world (-42.0,63.0,90.0)|06/07/2013 20:50:03 CEST|totoanelia a tue loulou79 avec diamond sword
loulou79|||FALL|world (79.0,39.0,257.0)|06/07/2013 20:55:05 CEST|loulou79 fell to their death
loulou79|totoanelia|276x0|ENTITY_ATTACK|world (80.0,38.0,258.0)|06/07/2013 20:55:29 CEST|totoanelia a tue loulou79 avec diamond sword
loulou79|||FIRE|Arene (679.0,35.0,-28.0)|06/07/2013 20:56:17 CEST|loulou79 forgot how to stop, drop and roll
ziboul50|||FALL|Magellan (443.0,76.0,201.0)|06/07/2013 20:57:07 CEST|ziboul50 took a leap of faith
loulou79|Araignee||ENTITY_ATTACK|Magellan (-131.0,15.0,-315.0)|06/07/2013 20:58:25 CEST|loulou79 a ete tuee par un Araignee
Janille|||FIRE_TICK|Arene (643.0,102.0,-32.0)|06/07/2013 20:59:15 CEST|Janille burned to death
Janille|||LAVA|Arene (675.0,33.0,-37.0)|06/07/2013 20:59:29 CEST|Janille took a bath in a lake of fire
ziboul50|||FALL|Magellan (445.0,158.0,199.0)|06/07/2013 21:01:23 CEST|ziboul50 took a leap of faith
ziboul50|Zombie||ENTITY_ATTACK|Magellan (443.0,71.0,197.0)|06/07/2013 21:02:41 CEST|ziboul50 a ete tuee par un Zombie
mineur|||FALL|Magellan (438.0,177.0,197.0)|06/07/2013 21:12:56 CEST|mineur took a leap of faith
ziboul50|||FALL|Magellan (425.0,79.0,210.0)|06/07/2013 21:12:57 CEST|ziboul50 fell to their death
ziboul50|||FALL|Magellan (432.0,65.0,194.0)|06/07/2013 21:18:18 CEST|ziboul50 took a leap of faith
mineur|||FALL|Magellan (438.0,175.0,196.0)|06/07/2013 21:18:20 CEST|mineur took a leap of faith
mineur|||FALL|Magellan (439.0,69.0,194.0)|06/07/2013 21:19:52 CEST|mineur fell to their death
Janille|Janille|261x-3|PROJECTILE|Arene (685.0,79.0,-30.0)|06/07/2013 21:20:53 CEST|Janille a tue Janille avec bow & arrow
Janille|||FIRE_TICK|Arene (682.0,79.0,-38.0)|06/07/2013 21:21:40 CEST|Janille burned to death
ziboul50|||FALL|Magellan (432.0,64.0,195.0)|06/07/2013 21:23:13 CEST|ziboul50 took a leap of faith
Janille|||FIRE_TICK|Arene (676.0,79.0,-69.0)|06/07/2013 21:25:26 CEST|Janille burned to death
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:26:04 CEST|Janille fell to their death
beweez|||LAVA|Arene (676.0,33.0,-42.0)|06/07/2013 21:26:04 CEST|beweez became obsidian
Janille|||FIRE_TICK|Arene (684.0,79.0,-29.0)|06/07/2013 21:27:32 CEST|Janille forgot how to stop, drop and roll
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:27:49 CEST|Janille fell to their death
totoanelia|||FIRE_TICK|Arene (689.0,75.0,11.0)|06/07/2013 21:27:51 CEST|totoanelia forgot how to stop, drop and roll
totoanelia|||FIRE_TICK|Arene (701.0,77.0,-3.0)|06/07/2013 21:28:07 CEST|totoanelia burned to death
Janille|beweez|267x36|ENTITY_ATTACK|Arene (692.0,79.0,5.0)|06/07/2013 21:28:12 CEST|beweez a tue Janille avec iron sword
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:28:24 CEST|Janille took a leap of faith
Janille|||FALL|Arene (707.0,42.0,1.0)|06/07/2013 21:29:13 CEST|Janille took a leap of faith
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:30:03 CEST|Janille fell to their death
Janille|Zombie||ENTITY_ATTACK|Arene (691.0,79.0,-10.0)|06/07/2013 21:30:27 CEST|Janille a ete tuee par un Zombie
Janille|||FALL|Arene (644.0,102.0,-32.0)|06/07/2013 21:31:25 CEST|Janille fell to their death
Janille|||FALL|Arene (701.0,50.0,13.0)|06/07/2013 21:31:43 CEST|Janille fell to their death
Janille|Janille|261x67|PROJECTILE|Arene (718.0,47.0,1.0)|06/07/2013 21:33:33 CEST|Janille a tue Janille avec bow & arrow
Janille|Zombie||ENTITY_ATTACK|Arene (686.0,79.0,-31.0)|06/07/2013 21:35:01 CEST|Janille a ete tuee par un Zombie
Janille|Janille|261x126|PROJECTILE|Arene (680.0,79.0,-33.0)|06/07/2013 21:36:32 CEST|Janille a tue Janille avec bow & arrow
Janille|||LAVA|Arene (683.0,43.0,-38.0)|06/07/2013 21:37:15 CEST|Janille became obsidian
Janille|||LAVA|Arene (679.0,33.0,-28.0)|06/07/2013 21:37:35 CEST|Janille took a bath in a lake of fire
Janille|||LAVA|Arene (680.0,35.0,-29.0)|06/07/2013 21:37:57 CEST|Janille became obsidian
mineur|||FALL|Magellan (442.0,73.0,198.0)|06/07/2013 21:38:19 CEST|mineur took a leap of faith
Janille|||LAVA|Arene (680.0,34.0,-30.0)|06/07/2013 21:38:31 CEST|Janille took a bath in a lake of fire
Janille|||LAVA|Arene (682.0,35.0,-28.0)|06/07/2013 21:38:48 CEST|Janille became obsidian
Janille|||LAVA|Arene (683.0,34.0,-24.0)|06/07/2013 21:39:03 CEST|Janille was killed by lava
Janille|||FIRE|Arene (692.0,33.0,-30.0)|06/07/2013 21:39:50 CEST|Janille forgot how to stop, drop and roll
Janille|||LAVA|Arene (689.0,34.0,-28.0)|06/07/2013 21:40:25 CEST|Janille was killed by lava
Janille|||FIRE_TICK|Arene (686.0,79.0,-31.0)|06/07/2013 21:40:58 CEST|Janille forgot how to stop, drop and roll
coursier|Janille|267x7|ENTITY_ATTACK|Arene (717.0,79.0,-45.0)|06/07/2013 21:41:27 CEST|Janille a tue coursier avec iron sword
Janille|||FIRE|Arene (719.0,38.0,-32.0)|06/07/2013 21:41:39 CEST|Janille burned to death
Janille|coursier|272x27|ENTITY_ATTACK|Arene (684.0,80.0,-31.0)|06/07/2013 21:42:02 CEST|coursier a tue Janille avec stone sword
badfourmi1909|||LAVA|Arene (662.0,37.0,-27.0)|06/07/2013 21:42:15 CEST|badfourmi1909 took a bath in a lake of fire
Janille|coursier|272x35|ENTITY_ATTACK|Arene (660.0,79.0,-23.0)|06/07/2013 21:42:17 CEST|coursier a tue Janille avec stone sword
coursier|Janille|267x14|ENTITY_ATTACK|Arene (660.0,79.0,-26.0)|06/07/2013 21:42:29 CEST|Janille a tue coursier avec iron sword
Janille|badfourmi1909|272x3|ENTITY_ATTACK|Arene (665.0,79.0,-24.0)|06/07/2013 21:42:41 CEST|badfourmi1909 a tue Janille avec stone sword
badfourmi1909|coursier|272x40|ENTITY_ATTACK|Arene (685.0,80.0,-10.0)|06/07/2013 21:43:03 CEST|coursier a tue badfourmi1909 avec stone sword
Janille|coursier|272x43|ENTITY_ATTACK|Arene (680.0,80.0,-8.0)|06/07/2013 21:43:07 CEST|coursier a tue Janille avec stone sword
badfourmi1909|Janille|267x26|ENTITY_ATTACK|Arene (698.0,79.0,-28.0)|06/07/2013 21:43:19 CEST|Janille a tue badfourmi1909 avec iron sword
coursier|Janille|267x27|ENTITY_ATTACK|Arene (658.0,79.0,-48.0)|06/07/2013 21:43:30 CEST|Janille a tue coursier avec iron sword
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:43:54 CEST|Janille took a leap of faith
Janille|||FALL|Arene (701.0,48.0,10.0)|06/07/2013 21:44:33 CEST|Janille fell to their death
coursier|||LAVA|Arene (663.0,39.0,-12.0)|06/07/2013 21:45:54 CEST|coursier took a bath in a lake of fire
coursier|||LAVA|Arene (691.0,35.0,-55.0)|06/07/2013 21:46:49 CEST|coursier was killed by lava
Janille|Zombie||ENTITY_ATTACK|Arene (707.0,79.0,-14.0)|06/07/2013 21:47:17 CEST|Janille a ete tuee par un Zombie
Janille|coursier|272x8|ENTITY_ATTACK|Arene (692.0,79.0,-2.0)|06/07/2013 21:48:05 CEST|coursier a tue Janille avec stone sword
coursier|Janille|261x-46|PROJECTILE|Arene (694.0,79.0,1.0)|06/07/2013 21:48:35 CEST|Janille a tue coursier avec bow & arrow
Janille|||FALL|Arene (701.0,47.0,10.0)|06/07/2013 21:50:43 CEST|Janille took a leap of faith
Janille|||LAVA|Arene (692.0,35.0,12.0)|06/07/2013 21:51:13 CEST|Janille was killed by lava
Janille|||LAVA|Arene (692.0,34.0,13.0)|06/07/2013 21:51:59 CEST|Janille became obsidian
Janille|||LAVA|Arene (694.0,36.0,13.0)|06/07/2013 21:52:33 CEST|Janille became obsidian
Janille|||FALL|Arene (686.0,47.0,13.0)|06/07/2013 21:52:56 CEST|Janille fell to their death
Pixelboum|Janille|267x42|ENTITY_ATTACK|Arene (661.0,79.0,-7.0)|06/07/2013 21:53:15 CEST|Janille a tue Pixelboum avec iron sword
Janille|||FALL|Arene (711.0,48.0,4.0)|06/07/2013 21:53:57 CEST|Janille took a leap of faith
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:54:17 CEST|Janille fell to their death
Pixelboum|Janille|267x43|ENTITY_ATTACK|Arene (685.0,79.0,-22.0)|06/07/2013 21:54:26 CEST|Janille a tue Pixelboum avec iron sword
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:54:32 CEST|Janille took a leap of faith
Pixelboum|||LAVA|Arene (686.0,37.0,-24.0)|06/07/2013 21:54:52 CEST|Pixelboum became obsidian
crafter200|Janille|261x-123|PROJECTILE|Arene (685.0,80.0,-20.0)|06/07/2013 21:55:05 CEST|Janille a tue crafter200 avec bow & arrow
Pixelboum|Janille|261x-120|PROJECTILE|Arene (683.0,79.0,-31.0)|06/07/2013 21:55:19 CEST|Janille a tue Pixelboum avec bow & arrow
Pixelboum|||FALL|Arene (705.0,51.0,13.0)|06/07/2013 21:55:39 CEST|Pixelboum fell to their death
Janille|||LAVA|Arene (694.0,39.0,13.0)|06/07/2013 21:55:42 CEST|Janille was killed by lava
Janille|||FIRE_TICK|Arene (676.0,70.0,-44.0)|06/07/2013 21:55:55 CEST|Janille forgot how to stop, drop and roll
Pixelboum|||FALL|Arene (699.0,51.0,14.0)|06/07/2013 21:56:06 CEST|Pixelboum fell to their death
Janille|||LAVA|Arene (676.0,37.0,-14.0)|06/07/2013 21:56:10 CEST|Janille became obsidian
Pixelboum|||LAVA|Arene (686.0,43.0,5.0)|06/07/2013 21:56:23 CEST|Pixelboum was killed by lava
dagoum|crafter200|267x75|ENTITY_ATTACK|Arene (686.0,79.0,-16.0)|06/07/2013 21:56:29 CEST|crafter200 a tue dagoum avec iron sword
Pixelboum|crafter200|267x75|ENTITY_ATTACK|Arene (692.0,79.0,-33.0)|06/07/2013 21:56:38 CEST|crafter200 a tue Pixelboum avec iron sword
Pixelboum|||FIRE_TICK|Arene (680.0,46.0,-38.0)|06/07/2013 21:56:54 CEST|Pixelboum burned to death
Janille|||FALL|Arene (678.0,81.0,-15.0)|06/07/2013 21:56:58 CEST|Janille took a leap of faith
dagoum|crafter200|267x76|ENTITY_ATTACK|Arene (662.0,80.0,-50.0)|06/07/2013 21:57:12 CEST|crafter200 a tue dagoum avec iron sword
Pixelboum|crafter200|267x76|ENTITY_ATTACK|Arene (686.0,79.0,-31.0)|06/07/2013 21:57:23 CEST|crafter200 a tue Pixelboum avec iron sword
Janille|||FIRE_TICK|Arene (692.0,79.0,-24.0)|06/07/2013 21:57:38 CEST|Janille burned to death
dagoum|crafter200|267x76|ENTITY_ATTACK|Arene (688.0,80.0,-30.0)|06/07/2013 21:57:43 CEST|crafter200 a tue dagoum avec iron sword
crafter200|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:57:51 CEST|crafter200 fell to their death
crafter200|Janille|261x-89|PROJECTILE|Arene (692.0,79.0,6.0)|06/07/2013 21:58:03 CEST|Janille a tue crafter200 avec bow & arrow
dagoum|crafter200|267x76|ENTITY_ATTACK|Arene (697.0,79.0,6.0)|06/07/2013 21:58:12 CEST|crafter200 a tue dagoum avec iron sword
Janille|||FALL|Arene (644.0,102.0,-33.0)|06/07/2013 21:58:13 CEST|Janille fell to their death
Janille|||FALL|Arene (698.0,48.0,12.0)|06/07/2013 21:58:53 CEST|Janille fell to their death
crafter200|||LAVA|Arene (690.0,33.0,-21.0)|06/07/2013 21:59:02 CEST|crafter200 took a bath in a lake of fire
crafter200|Janille|261x-81|PROJECTILE|Arene (697.0,80.0,-2.0)|06/07/2013 21:59:27 CEST|Janille a tue crafter200 avec bow & arrow
Janille|||FALL|Arene (644.0,102.0,-33.0)|06/07/2013 21:59:42 CEST|Janille took a leap of faith
crafter200|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 21:59:47 CEST|crafter200 fell to their death
poker84|||LAVA|world_nether (163.0,31.0,47.0)|06/07/2013 22:00:00 CEST|poker84 became obsidian
Janille|||FALL|Arene (701.0,119.0,-7.0)|06/07/2013 22:00:38 CEST|Janille fell to their death
Janille|||FIRE_TICK|Arene (700.0,79.0,-33.0)|06/07/2013 22:01:09 CEST|Janille burned to death
Janille|||FALL|Arene (644.0,102.0,-31.0)|06/07/2013 22:01:33 CEST|Janille took a leap of faith
crafter200|||LAVA|Arene (678.0,34.0,-27.0)|06/07/2013 22:02:37 CEST|crafter200 took a bath in a lake of fire
Janille|||FIRE|Arene (625.0,35.0,-11.0)|06/07/2013 22:02:51 CEST|Janille burned to death
dagoum|crafter200|267x81|ENTITY_ATTACK|Arene (663.0,79.0,-15.0)|06/07/2013 22:04:28 CEST|crafter200 a tue dagoum avec iron sword
Janille|||LAVA|Arene (671.0,34.0,-18.0)|06/07/2013 22:04:33 CEST|Janille took a bath in a lake of fire
dagoum|crafter200|267x81|ENTITY_ATTACK|Arene (681.0,80.0,-25.0)|06/07/2013 22:05:33 CEST|crafter200 a tue dagoum avec iron sword
Janille|||FALL|Arene (644.0,102.0,-31.0)|06/07/2013 22:05:53 CEST|Janille took a leap of faith
dagoum|crafter200|267x81|ENTITY_ATTACK|Arene (707.0,79.0,-45.0)|06/07/2013 22:06:08 CEST|crafter200 a tue dagoum avec iron sword
Janille|||FALL|Arene (641.0,102.0,-40.0)|06/07/2013 22:06:18 CEST|Janille fell to their death
Janille|||FIRE_TICK|Arene (677.0,80.0,-42.0)|06/07/2013 22:06:36 CEST|Janille burned to death
dagoum|Zombie||ENTITY_ATTACK|Arene (657.0,79.0,-22.0)|06/07/2013 22:06:49 CEST|dagoum a ete tuee par un Zombie
Janille|||LAVA|Arene (686.0,37.0,-2.0)|06/07/2013 22:07:14 CEST|Janille took a bath in a lake of fire
dagoum|||FIRE_TICK|Arene (688.0,79.0,-59.0)|06/07/2013 22:07:28 CEST|dagoum forgot how to stop, drop and roll
Janille|||FIRE_TICK|Arene (698.0,77.0,13.0)|06/07/2013 22:07:31 CEST|Janille forgot how to stop, drop and roll
dagoum|crafter200|267x84|ENTITY_ATTACK|Arene (669.0,79.0,-14.0)|06/07/2013 22:08:02 CEST|crafter200 a tue dagoum avec iron sword
Janille|||FALL|Arene (686.0,79.0,-31.0)|06/07/2013 22:08:09 CEST|Janille took a leap of faith
dagoum|||FIRE_TICK|Arene (696.0,79.0,-33.0)|06/07/2013 22:08:23 CEST|dagoum forgot how to stop, drop and roll
steph2905|crafter200|267x86|ENTITY_ATTACK|Arene (688.0,80.0,-30.0)|06/07/2013 22:08:31 CEST|crafter200 a tue steph2905 avec iron sword
Janille|crafter200|267x88|ENTITY_ATTACK|Arene (695.0,79.0,-3.0)|06/07/2013 22:08:39 CEST|crafter200 a tue Janille avec iron sword
maxichouchou|||LAVA|Arene (690.0,43.0,-16.0)|06/07/2013 22:08:52 CEST|maxichouchou took a bath in a lake of fire
steph2905|Janille|261x-41|PROJECTILE|Arene (688.0,79.0,-32.0)|06/07/2013 22:09:02 CEST|Janille a tue steph2905 avec bow & arrow
Janille|maxichouchou|261x0|PROJECTILE|Arene (679.0,80.0,-25.0)|06/07/2013 22:09:13 CEST|maxichouchou a tue Janille avec bow & arrow
steph2905|Janille|261x-38|PROJECTILE|Arene (686.0,79.0,-20.0)|06/07/2013 22:09:26 CEST|Janille a tue steph2905 avec bow & arrow
Janille|maxichouchou|261x3|PROJECTILE|Arene (699.0,79.0,-30.0)|06/07/2013 22:09:31 CEST|maxichouchou a tue Janille avec bow & arrow
steph2905|crafter200|267x91|ENTITY_ATTACK|Arene (685.0,79.0,-16.0)|06/07/2013 22:09:36 CEST|crafter200 a tue steph2905 avec iron sword
Janille|||FIRE_TICK|Arene (685.0,79.0,-26.0)|06/07/2013 22:09:44 CEST|Janille forgot how to stop, drop and roll
maxichouchou|||FALL|Arene (685.0,51.0,-78.0)|06/07/2013 22:09:51 CEST|maxichouchou fell to their death
dagoum|maxichouchou|267x-87|ENTITY_ATTACK|Arene (685.0,80.0,-13.0)|06/07/2013 22:10:02 CEST|maxichouchou a tue dagoum avec iron sword
maxichouchou|Janille|261x-34|PROJECTILE|Arene (682.0,79.0,-5.0)|06/07/2013 22:10:16 CEST|Janille a tue maxichouchou avec bow & arrow
Janille|steph2905|272x6|ENTITY_ATTACK|Arene (681.0,79.0,-9.0)|06/07/2013 22:10:19 CEST|steph2905 a tue Janille avec stone sword
dagoum|||VOID|Arene (-198.0,-194.0,257.0)|06/07/2013 22:10:23 CEST|dagoum fell into the Gap
Janille|maxichouchou|261x0|PROJECTILE|Arene (693.0,79.0,-6.0)|06/07/2013 22:10:33 CEST|maxichouchou a tue Janille avec bow & arrow
steph2905|maxichouchou|261x0|PROJECTILE|Arene (693.0,79.0,7.0)|06/07/2013 22:10:37 CEST|maxichouchou a tue steph2905 avec bow & arrow
maxichouchou|crafter200|267x92|ENTITY_ATTACK|Arene (693.0,79.0,8.0)|06/07/2013 22:10:37 CEST|crafter200 a tue maxichouchou avec iron sword
crafter200|||LAVA|Arene (702.0,38.0,-2.0)|06/07/2013 22:10:49 CEST|crafter200 took a bath in a lake of fire
maxichouchou|||LAVA|Arene (702.0,39.0,-1.0)|06/07/2013 22:10:50 CEST|maxichouchou took a bath in a lake of fire
steph2905|dagoum|276x45|ENTITY_ATTACK|Arene (699.0,79.0,-1.0)|06/07/2013 22:10:55 CEST|dagoum a tue steph2905 avec diamond sword
dagoum|maxichouchou|267x-82|ENTITY_ATTACK|Arene (699.0,80.0,-2.0)|06/07/2013 22:10:58 CEST|maxichouchou a tue dagoum avec iron sword
maxichouchou|crafter200|267x92|ENTITY_ATTACK|Arene (692.0,79.0,-11.0)|06/07/2013 22:11:06 CEST|crafter200 a tue maxichouchou avec iron sword
crafter200|steph2905|272x-125|ENTITY_ATTACK|Arene (695.0,80.0,-7.0)|06/07/2013 22:11:06 CEST|steph2905 a tue crafter200 avec stone sword
maxichouchou|||FALL|Arene (690.0,52.0,17.0)|06/07/2013 22:11:19 CEST|maxichouchou took a leap of faith
Janille|||LAVA|Arene (678.0,35.0,-35.0)|06/07/2013 22:11:27 CEST|Janille was killed by lava
maxichouchou|crafter200|267x94|ENTITY_ATTACK|Arene (692.0,79.0,-3.0)|06/07/2013 22:11:38 CEST|crafter200 a tue maxichouchou avec iron sword
crafter200|maxichouchou|261x0|PROJECTILE|Arene (693.0,79.0,-5.0)|06/07/2013 22:11:39 CEST|maxichouchou a tue crafter200 avec bow & arrow
Janille|dagoum|276x53|ENTITY_ATTACK|Arene (675.0,81.0,-50.0)|06/07/2013 22:11:48 CEST|dagoum a tue Janille avec diamond sword
maxichouchou|||FALL|Arene (692.0,52.0,17.0)|06/07/2013 22:11:49 CEST|maxichouchou fell to their death
steph2905|||FALL|Arene (691.0,52.0,16.0)|06/07/2013 22:11:59 CEST|steph2905 fell to their death
poker84|||FIRE_TICK|Magellan (275.0,63.0,376.0)|06/07/2013 22:12:00 CEST|poker84 forgot how to stop, drop and roll
maxichouchou|crafter200|261x59|PROJECTILE|Arene (689.0,81.0,19.0)|06/07/2013 22:12:02 CEST|crafter200 a tue maxichouchou avec bow & arrow
steph2905|crafter200|267x94|ENTITY_ATTACK|Arene (686.0,79.0,-30.0)|06/07/2013 22:12:10 CEST|crafter200 a tue steph2905 avec iron sword
Janille|crafter200|267x94|ENTITY_ATTACK|Arene (685.0,79.0,-32.0)|06/07/2013 22:12:11 CEST|crafter200 a tue Janille avec iron sword
dagoum|||FALL|Arene (698.0,38.0,0.0)|06/07/2013 22:12:20 CEST|dagoum took a leap of faith
steph2905|maxichouchou|261x0|PROJECTILE|Arene (693.0,79.0,8.0)|06/07/2013 22:12:29 CEST|maxichouchou a tue steph2905 avec bow & arrow
mineur|maxichouchou|261x0|PROJECTILE|Arene (695.0,80.0,3.0)|06/07/2013 22:12:33 CEST|maxichouchou a tue mineur avec bow & arrow
dagoum|steph2905|272x8|ENTITY_ATTACK|Arene (697.0,79.0,5.0)|06/07/2013 22:12:48 CEST|steph2905 a tue dagoum avec stone sword
steph2905|dagoum|261x88|PROJECTILE|Arene (699.0,79.0,2.0)|06/07/2013 22:12:48 CEST|dagoum a tue steph2905 avec bow & arrow
maxichouchou|ziboul50|261x27|PROJECTILE|Arene (711.0,79.0,-7.0)|06/07/2013 22:12:50 CEST|ziboul50 a tue maxichouchou avec bow & arrow
mineur|ziboul50|267x-69|ENTITY_ATTACK|Arene (696.0,79.0,5.0)|06/07/2013 22:12:54 CEST|ziboul50 a tue mineur avec iron sword
ziboul50|maxichouchou|267x-76|ENTITY_ATTACK|Arene (691.0,79.0,6.0)|06/07/2013 22:13:00 CEST|maxichouchou a tue ziboul50 avec iron sword
maxichouchou|||FIRE_TICK|Arene (691.0,79.0,6.0)|06/07/2013 22:13:00 CEST|maxichouchou forgot how to stop, drop and roll
maxichouchou|||FALL|Arene (691.0,53.0,16.0)|06/07/2013 22:13:16 CEST|maxichouchou took a leap of faith
dagoum|mineur|267x109|ENTITY_ATTACK|Arene (705.0,79.0,-13.0)|06/07/2013 22:13:16 CEST|mineur a tue dagoum avec iron sword
steph2905|||FIRE|Arene (691.0,34.0,13.0)|06/07/2013 22:13:17 CEST|steph2905 burned to death
Janille|||FIRE|Arene (701.0,38.0,-22.0)|06/07/2013 22:13:21 CEST|Janille burned to death
mineur|maxichouchou|267x-73|ENTITY_ATTACK|Arene (700.0,79.0,2.0)|06/07/2013 22:13:27 CEST|maxichouchou a tue mineur avec iron sword
crafter200|||FALL|Arene (708.0,42.0,2.0)|06/07/2013 22:13:30 CEST|crafter200 took a leap of faith
ziboul50|||LAVA|Arene (717.0,33.0,-4.0)|06/07/2013 22:13:34 CEST|ziboul50 became obsidian
steph2905|||FALL|Arene (716.0,41.0,-9.0)|06/07/2013 22:13:39 CEST|steph2905 fell to their death
Janille|maxichouchou|261x0|PROJECTILE|Arene (713.0,79.0,-11.0)|06/07/2013 22:13:40 CEST|maxichouchou a tue Janille avec bow & arrow
mineur|||LAVA|Arene (693.0,36.0,-5.0)|06/07/2013 22:13:48 CEST|mineur took a bath in a lake of fire
Janille|||FALL|Arene (644.0,102.0,-31.0)|06/07/2013 22:14:02 CEST|Janille fell to their death
maxichouchou|steph2905|261x-34|PROJECTILE|Arene (694.0,79.0,4.0)|06/07/2013 22:14:03 CEST|steph2905 a tue maxichouchou avec bow & arrow
dagoum|ziboul50|267x-67|ENTITY_ATTACK|Arene (709.0,79.0,-51.0)|06/07/2013 22:14:11 CEST|ziboul50 a tue dagoum avec iron sword
steph2905|||FIRE_TICK|Arene (694.0,71.0,12.0)|06/07/2013 22:14:24 CEST|steph2905 forgot how to stop, drop and roll
crafter200|ziboul50|261x29|PROJECTILE|Arene (692.0,79.0,7.0)|06/07/2013 22:14:24 CEST|ziboul50 a tue crafter200 avec bow & arrow
Janille|||FALL|Arene (689.0,82.0,-30.0)|06/07/2013 22:14:31 CEST|Janille took a leap of faith
mineur|ziboul50|267x-67|ENTITY_ATTACK|Arene (696.0,79.0,8.0)|06/07/2013 22:14:35 CEST|ziboul50 a tue mineur avec iron sword
ziboul50|crafter200|267x94|ENTITY_ATTACK|Arene (692.0,79.0,1.0)|06/07/2013 22:14:43 CEST|crafter200 a tue ziboul50 avec iron sword
mineur|||FIRE|Arene (695.0,36.0,-15.0)|06/07/2013 22:14:54 CEST|mineur forgot how to stop, drop and roll
maxichouchou|||LAVA|Arene (698.0,35.0,13.0)|06/07/2013 22:14:54 CEST|maxichouchou became obsidian
ziboul50|||FIRE_TICK|Arene (685.0,79.0,-20.0)|06/07/2013 22:15:01 CEST|ziboul50 forgot how to stop, drop and roll
mineur|||FALL|Arene (687.0,73.0,-25.0)|06/07/2013 22:15:09 CEST|mineur fell to their death
Janille|||FIRE_TICK|Arene (692.0,79.0,-20.0)|06/07/2013 22:15:19 CEST|Janille burned to death
dagoum|||FIRE|Arene (688.0,32.0,-24.0)|06/07/2013 22:15:27 CEST|dagoum forgot how to stop, drop and roll
Janille|||FIRE_TICK|Arene (676.0,79.0,-33.0)|06/07/2013 22:15:42 CEST|Janille burned to death
mineur|maxichouchou|261x0|PROJECTILE|Arene (693.0,79.0,4.0)|06/07/2013 22:15:44 CEST|maxichouchou a tue mineur avec bow & arrow
Janille|||FIRE_TICK|Arene (644.0,102.0,-32.0)|06/07/2013 22:15:54 CEST|Janille burned to death
mineur|||FIRE_TICK|Arene (688.0,79.0,-31.0)|06/07/2013 22:15:59 CEST|mineur burned to death
maxichouchou|crafter200|261x69|PROJECTILE|Arene (694.0,88.0,10.0)|06/07/2013 22:16:01 CEST|crafter200 a tue maxichouchou avec bow & arrow
